review_id,review_text,rating,review_length,helpful_votes,days_since_purchase,verified_purchase,sentiment
100051,돈이 아깝다는 생각이 계속 들었어요. 통화 음질이 먹먹하게 들려서 불편해요. !!,1,45,1,143,True,negative
100052,가격만큼의 성능인 것 같아요. 음질은 그냥 무난한 편이에요.,3,33,20,133,True,neutral
100053,매일 사용하는데 만족도가 점점 높아지네요.,4,23,1,44,True,positive
100054,이 가격에 이 정도 성능이면 훌륭하죠.,5,21,3,198,True,positive
100055,설명서와 다르게 작동해서 당황스러웠습니다. 착용감이 불편해서 오래 끼기 힘들어요. ...,2,49,6,217,True,negative
100056,선물용으로 구매했는데 반응이 아주 좋았어요. 고음질 코덱을 지원해서 음악 감상이 즐거워요.,4,50,8,256,True,positive
100057,리뷰를 참고해서 구매했는데 예상한 정도였어요. !!,3,28,6,84,False,neutral
100058,페어링이 자주 실패해서 짜증이 났어요. AS 문의를 했는데 응답이 너무 느렸어요.,1,45,19,324,True,negative
100059,설명서와 다르게 작동해서 당황스러웠습니다. 노이즈캔슬링이 거의 작동하지 않는 것 같아요.,1,49,26,106,True,negative
100060,평이한 성능에 평이한 만족도예요.,3,18,10,183,False,neutral
100061,착용감이 불편해서 오래 끼기 힘들어요. !!,1,24,22,268,True,negative
100062,기대 이상의 퀄리티에 놀랐습니다.,5,18,21,130,True,positive
100063,연결이 자꾸 끊겨서 스트레스를 받았어요. 음질이 기대했던 것보다 많이 별로였어요. !!,1,48,4,205,True,negative
100064,가성비 최고의 이어폰이라고 생각해요. 앱 연동 기능도 세심하게 잘 만들어졌어요. ^^,5,47,15,181,True,positive
100065,AS 문의를 했는데 응답이 너무 느렸어요. 다시는 구매하고 싶지 않은 제품이에요. ...,2,49,5,360,True,negative
100066,쓸 수는 있지만 추천까지는 아니에요. 보통 수준이라 재구매는 고민 중이에요. ^^,3,45,13,202,True,neutral
100067,방수 기능 덕분에 운동할 때도 안심돼요.,4,22,10,268,False,positive
100068,케이스 마감이 조잡하고 잘 깨질 것 같아요. !!,1,27,6,322,True,negative
100069,터치 조작이 직관적이라 편리해요.,5,18,4,229,True,positive
100070,노이즈캔슬링 성능이 기대 이상이에요.,5,20,2,187,True,positive
100071,AS 문의를 했는데 응답이 너무 느렸어요. 터치 조작이 너무 예민해서 오작동이 잦아요. 노이즈캔슬링이 거의 작동하지 않는 것 같아요. ㅎㅎ,1,77,7,9,False,negative
100072,가격이 저렴한 만큼 딱 그 정도예요. 보통 수준이라 재구매는 고민 중이에요. 음질은 그냥 무난한 편이에요.,3,59,7,354,True,neutral
100073,한쪽 이어폰 소리가 유독 작게 들려요.,1,21,10,293,False,negative
100074,매일 사용하는데 만족도가 점점 높아지네요. 친구에게도 추천하고 싶은 이어폰이에요. 연결이 끊기지 않고 아주 안정적이에요.,4,67,6,345,True,positive
100075,기대 이상의 퀄리티에 놀랐습니다.,4,18,9,109,True,negative
100076,사진과 실물 색상이 많이 달라서 실망했어요. 노이즈캔슬링이 거의 작동하지 않는 것 같아요. 설명서와 다르게 작동해서 당황스러웠습니다.,1,74,9,332,True,positive
100077,귀에서 자꾸 빠져서 운동할 때 쓰기 힘들어요. 연결이 자꾸 끊겨서 스트레스를 받았어요.,1,48,3,315,True,negative
100078,착용감은 나쁘지 않지만 특별하지도 않아요. ^^,3,26,10,58,True,neutral
100079,설명서와 다르게 작동해서 당황스러웠습니다. 사진과 실물 색상이 많이 달라서 실망했어요. 돈이 아깝다는 생각이 계속 들었어요. ㅠㅠ,2,72,1,148,True,negative
100080,필요한 기능만 있는 심플한 제품이에요. 연결은 대체로 안정적인 편이에요.,3,40,3,211,True,positive
100081,보통 수준이라 재구매는 고민 중이에요. ^^,4,24,4,248,True,neutral
100082,통화 음질도 선명해서 업무용으로도 좋아요. 페어링이 빠르고 간편해서 편리합니다.,4,44,3,352,True,positive
100083,돈이 아깝다는 생각이 계속 들었어요. 노이즈캔슬링이 거의 작동하지 않는 것 같아요. !!,1,49,11,283,True,negative
100084,음질이 기대했던 것보다 많이 별로였어요.,1,22,1,16,True,negative
100085,디자인은 평범하지만 무난하게 쓰고 있어요.,3,23,13,73,True,neutral
100086,며칠 쓰지도 않았는데 한쪽이 고장났습니다. 소리가 자꾸 끊겨서 음악 감상이 힘들어요. 리뷰만 믿고 샀는데 후회가 됩니다. !!,1,70,23,155,True,negative
100087,노이즈캔슬링이 거의 작동하지 않는 것 같아요. 가격 대비 품질이 많이 아쉬워요.,2,44,20,354,False,negative
100088,통화 음질도 선명해서 업무용으로도 좋아요. 가성비 최고의 이어폰이라고 생각해요.,4,44,15,13,True,positive
100089,착용감이 불편해서 오래 끼기 힘들어요. 소리가 자꾸 끊겨서 음악 감상이 힘들어요. 방수 기능이 있다고 했는데 물에 약한 것 같아요.,1,73,18,23,True,negative
100090,배터리는 딱 하루 쓸 정도예요. ^^,3,20,14,156,True,neutral
100091,딱히 불만은 없지만 감동도 없어요. ㅠㅠ,3,22,23,77,True,neutral
100092,가격 대비 성능이 훌륭한 이어폰이에요.,5,21,4,61,True,positive
100093,이 가격에 이 정도 성능이면 훌륭하죠. 선물용으로 구매했는데 반응이 아주 좋았어요. ㅠㅠ,5,49,9,144,False,positive
100094,디자인은 평범하지만 무난하게 쓰고 있어요. 평이한 성능에 평이한 만족도예요.,3,42,9,167,True,neutral
100095,착용감이 불편해서 오래 끼기 힘들어요. 사진과 실물 색상이 많이 달라서 실망했어요. ㅎㅎ,1,49,9,85,True,negative
100096,필요한 기능만 있는 심플한 제품이에요. 리뷰를 참고해서 구매했는데 예상한 정도였어요. ^^,3,50,3,216,True,neutral
100097,착용감이 편안해서 오래 껴도 아프지 않아요. 앱 연동 기능도 세심하게 잘 만들어졌어요.,4,48,17,198,True,positive
100098,쓸 수는 있지만 추천까지는 아니에요. 배터리는 딱 하루 쓸 정도예요.,3,38,22,57,False,neutral
100099,사진과 실물 색상이 많이 달라서 실망했어요. 착용감이 불편해서 오래 끼기 힘들어요. 친구에게는 추천하지 않을 것 같아요.,1,67,2,61,True,negative
100100,노이즈캔슬링 성능이 기대 이상이에요. 선물용으로 구매했는데 반응이 아주 좋았어요. ^^,4,48,13,147,False,positive
